"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Oosterparkbuurt-Noordwest";"      93"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Oosterparkbuurt-Noordwest";"     117"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oosterparkbuurt-Noordwest";"     103"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Oosterpark";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Oosterpark";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Oosterpark";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Oosterpark";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oosterpark";"      29"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Oosterparkbuurt-Zuidwest";"      44"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Oosterparkbuurt-Zuidwest";"      41"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Oosterparkbuurt-Zuidwest";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Oosterparkbuurt-Zuidwest";"      35"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oosterparkbuurt-Zuidwest";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Oosterparkbuurt-Zuidoost";"      58"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Oosterparkbuurt-Zuidoost";"      81"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Oosterparkbuurt-Zuidoost";"      73"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Oosterparkbuurt-Zuidoost";"      75"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oosterparkbuurt-Zuidoost";"      95"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Transvaalbuurt";"     105"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Transvaalbuurt";"      81"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Transvaalbuurt";"     106"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Transvaalbuurt";"      73"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Transvaalbuurt";"      86"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Transvaalbuurt-West";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Transvaalbuurt-West";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Transvaalbuurt-West";"      52"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Transvaalbuurt-West";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Transvaalbuurt-West";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Transvaalbuurt-Oost";"      59"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Transvaalbuurt-Oost";"      50"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Transvaalbuurt-Oost";"      54"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Transvaalbuurt-Oost";"      41"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Transvaalbuurt-Oost";"      53"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Dapperbuurt";"     172"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Dapperbuurt";"     136"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Dapperbuurt";"     215"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Dapperbuurt";"     254"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dapperbuurt";"     295"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Dapperbuurt-Noord";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Dapperbuurt-Noord";"      43"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Dapperbuurt-Noord";"      51"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Dapperbuurt-Noord";"      73"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dapperbuurt-Noord";"      74"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Dapperbuurt-Zuid";"      51"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Dapperbuurt-Zuid";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Dapperbuurt-Zuid";"      68"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Dapperbuurt-Zuid";"      88"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Dapperbuurt-Zuid";"     110"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Oostpoort";"      79"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Oostpoort";"      66"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Oostpoort";"      96"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Oostpoort";"      93"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oostpoort";"     111"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Indische Buurt-West";"      91"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Indische Buurt-West";"      70"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Indische Buurt-West";"     112"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Indische Buurt-West";"     114"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Indische Buurt-West";"     128"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Timorpleinbuurt-Noord";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Timorpleinbuurt-Noord";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Timorpleinbuurt-Noord";"      57"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Timorpleinbuurt-Noord";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Timorpleinbuurt-Noord";"      59"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Timorpleinbuurt-Zuid";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Timorpleinbuurt-Zuid";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Timorpleinbuurt-Zuid";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Timorpleinbuurt-Zuid";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Timorpleinbuurt-Zuid";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Ambonpleinbuurt";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Ambonpleinbuurt";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Ambonpleinbuurt";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Ambonpleinbuurt";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Ambonpleinbuurt";"      33"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Indische Buurt-Oost";"      84"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Indische Buurt-Oost";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Indische Buurt-Oost";"      66"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Indische Buurt-Oost";"      88"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Indische Buurt-Oost";"      83"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Makassarpleinbuurt";"      45"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Makassarpleinbuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Makassarpleinbuurt";"      35"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Makassarpleinbuurt";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Makassarpleinbuurt";"      57"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Zeeburgerdijk-Oost";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Zeeburgerdijk-Oost";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Zeeburgerdijk-Oost";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Zeeburgerdijk-Oost";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zeeburgerdijk-Oost";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sumatraplantsoenbuurt";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sumatraplantsoenbuurt";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sumatraplantsoenbuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sumatraplantsoenbuurt";"      40"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sumatraplantsoenbuurt";"      18"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Flevopark";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Flevopark";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Flevopark";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Flevopark";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Flevopark";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Zeeburgereiland/Bovendiep";"      50"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Zeeburgereiland/Bovendiep";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Zeeburgereiland/Bovendiep";"      59"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Zeeburgereiland/Bovendiep";"      45"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Zeeburgereiland/Bovendiep";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sluisbuurt";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sluisbuurt";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sluisbuurt";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sluisbuurt";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sluisbuurt";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Sportheldenbuurt";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Sportheldenbuurt";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Sportheldenbuurt";"      46"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Sportheldenbuurt";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Sportheldenbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Oostpunt Zeeburgereiland";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Oostpunt Zeeburgereiland";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Oostpunt Zeeburgereiland";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Oostpunt Zeeburgereiland";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Oostpunt Zeeburgereiland";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Baaibuurt-West";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Baaibuurt-West";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Baaibuurt-West";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Baaibuurt-West";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Baaibuurt-West";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Baaibuurt-Oost";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Baaibuurt-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Baaibuurt-Oost";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Baaibuurt-Oost";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Baaibuurt-Oost";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Bovendiep/Diemerpark";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Bovendiep/Diemerpark";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Bovendiep/Diemerpark";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Bovendiep/Diemerpark";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Bovendiep/Diemerpark";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"IJburg-West";"      72"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"IJburg-West";"      69"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"IJburg-West";"      57"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"IJburg-West";"      52"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"IJburg-West";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Steigereiland-Zuid";"      15"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Steigereiland-Zuid";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Steigereiland-Zuid";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Steigereiland-Zuid";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Steigereiland-Zuid";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Steigereiland-Noord";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Steigereiland-Noord";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Steigereiland-Noord";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Steigereiland-Noord";"       7"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Steigereiland-Noord";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Rieteilanden-West";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Rieteilanden-West";"       6"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Rieteilanden-West";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Rieteilanden-West";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rieteilanden-West";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Joris Ivenspleinbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Joris Ivenspleinbuurt";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Joris Ivenspleinbuurt";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Joris Ivenspleinbuurt";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Joris Ivenspleinbuurt";"       9"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Ed Pelsterparkbuurt";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Ed Pelsterparkbuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Ed Pelsterparkbuurt";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Ed Pelsterparkbuurt";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Ed Pelsterparkbuurt";"      20"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"IJburg-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"IJburg-Oost";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"IJburg-Oost";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"IJburg-Oost";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"IJburg-Oost";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Buiteneiland";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Buiteneiland";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Buiteneiland";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Buiteneiland";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Buiteneiland";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Pampusbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Pampusbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Pampusbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Pampusbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Pampusbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Pampusbuurt-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Pampusbuurt-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Pampusbuurt-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Pampusbuurt-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Pampusbuurt-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Centrumeiland";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Centrumeiland";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Centrumeiland";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Centrumeiland";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Centrumeiland";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Muidenbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Muidenbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Muidenbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Muidenbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Muidenbuurt-West";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"IJburg-Zuid";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"IJburg-Zuid";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"IJburg-Zuid";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"IJburg-Zuid";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"IJburg-Zuid";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Havenkwartier IJburg";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Havenkwartier IJburg";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Havenkwartier IJburg";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Havenkwartier IJburg";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Havenkwartier IJburg";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Theo van Goghparkbuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Theo van Goghparkbuurt";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Theo van Goghparkbuurt";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Theo van Goghparkbuurt";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Theo van Goghparkbuurt";"       8"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Rieteiland-Oost";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Rieteiland-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Rieteiland-Oost";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Rieteiland-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Rieteiland-Oost";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Frankendael";"     249"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Frankendael";"     240"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Frankendael";"     263"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Frankendael";"     284"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Frankendael";"     214"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Van der Kunbuurt";"      26"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Van der Kunbuurt";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Van der Kunbuurt";"      50"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Van der Kunbuurt";"      48"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Van der Kunbuurt";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"De Eenhoorn";"      42"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"De Eenhoorn";"      51"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"De Eenhoorn";"      57"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"De Eenhoorn";"      58"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Eenhoorn";"      31"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Don Bosco";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Don Bosco";"      36"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Don Bosco";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Don Bosco";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Don Bosco";"      38"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Julianapark";"      88"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Julianapark";"      72"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Julianapark";"     104"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Julianapark";"     114"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Julianapark";"      73"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Frankendael";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Frankendael";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Frankendael";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Frankendael";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Frankendael";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Tuindorp Amstelstation";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Tuindorp Amstelstation";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Tuindorp Amstelstation";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Tuindorp Amstelstation";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Tuindorp Amstelstation";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"De Wetbuurt";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"De Wetbuurt";"      17"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"De Wetbuurt";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"De Wetbuurt";"      10"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"De Wetbuurt";"      11"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Tuindorp Frankendael";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Tuindorp Frankendael";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Tuindorp Frankendael";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Tuindorp Frankendael";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2024";"Tuindorp Frankendael";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2020";"Middenmeer";"     199"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2021";"Middenmeer";"     128"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022";"Middenmeer";"     163"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023";"Middenmeer";"     214"
